month,brand,share
2022-04-01,VUSE,0.46675184206218656
2022-04-01,JUUL,0.2628686383288116
2022-04-01,NJOY,0.12363295282678964
2022-04-01,Other,0.08203198486493132
2022-04-01,HYPPE,0.041891830385568374
2022-04-01,IGNITE,0.022822751531712582
2022-05-01,VUSE,0.4754629442878389
2022-05-01,JUUL,0.2676555866801568
2022-05-01,NJOY,0.12479501933875199
2022-05-01,Other,0.07055295330548837
2022-05-01,HYPPE,0.042912852112584735
2022-05-01,BLU,0.01862064427517918
2022-06-01,VUSE,0.4846342105384377
2022-06-01,JUUL,0.27356405145755525
2022-06-01,NJOY,0.1230433164114116
2022-06-01,Other,0.060419218552931975
2022-06-01,HYPPE,0.04105497164150277
2022-06-01,BLU,0.017284231398160637
2022-07-01,VUSE,0.5331379360699916
2022-07-01,JUUL,0.21641771185727382
2022-07-01,NJOY,0.13055378593290837
2022-07-01,Other,0.06101672600300894
2022-07-01,HYPPE,0.04243748570189031
2022-07-01,BLU,0.016436354434926904
2022-08-01,VUSE,0.5390348501224678
2022-08-01,JUUL,0.2212249113924067
2022-08-01,NJOY,0.13036842227062098
2022-08-01,Other,0.053117061362747874
2022-08-01,HYPPE,0.04169841028281005
2022-08-01,LOGIC,0.014556344568946727
2022-09-01,VUSE,0.5425135197198131
2022-09-01,JUUL,0.22315430452214305
2022-09-01,NJOY,0.13284199899823892
2022-09-01,Other,0.04750614315969233
2022-09-01,HYPPE,0.039165820682126554
2022-09-01,LOGIC,0.014818212917985983
2022-10-01,VUSE,0.544717454381734
2022-10-01,JUUL,0.22233773427951117
2022-10-01,NJOY,0.1341100663220749
2022-10-01,Other,0.05030011302606367
2022-10-01,HYPPE,0.03317541290563
2022-10-01,LOGIC,0.01535921908498626
2022-11-01,VUSE,0.5480855626930521
2022-11-01,JUUL,0.2231585542425703
2022-11-01,NJOY,0.13324571552928594
2022-11-01,Other,0.05196825950192847
2022-11-01,HYPPE,0.028133668232864537
2022-11-01,LOGIC,0.015408239800298712
2022-12-01,VUSE,0.5524364552499833
2022-12-01,JUUL,0.22136824840461367
2022-12-01,NJOY,0.13247327497797245
2022-12-01,Other,0.051845455934742275
2022-12-01,HYPPE,0.026292745258156343
2022-12-01,LOGIC,0.01558382017453192
2023-01-01,VUSE,0.5624785030145537
2023-01-01,JUUL,0.20986733405943644
2023-01-01,NJOY,0.1406513967504464
2023-01-01,Other,0.04825293795093521
2023-01-01,HYPPE,0.02334210583267671
2023-01-01,LOGIC,0.015407722391951538
2023-02-01,VUSE,0.562349927729433
2023-02-01,JUUL,0.20648987027303048
2023-02-01,NJOY,0.1404134832905518
2023-02-01,Other,0.05284992425657294
2023-02-01,HYPPE,0.022214232395045563
2023-02-01,LOGIC,0.015682562055366233
2023-03-01,VUSE,0.5631512394262916
2023-03-01,JUUL,0.20382690654957172
2023-03-01,NJOY,0.14198769521606516
2023-03-01,Other,0.05327455321858482
2023-03-01,HYPPE,0.022066187536736958
2023-03-01,LOGIC,0.01569341805274973
2023-04-01,VUSE,0.5590163037614704
2023-04-01,JUUL,0.205029010433451
2023-04-01,NJOY,0.14345933497895597
2023-04-01,Other,0.05518490469275662
2023-04-01,HYPPE,0.02167273648907719
2023-04-01,LOGIC,0.015637709644288886
2023-05-01,VUSE,0.5695009688027446
2023-05-01,JUUL,0.19772836185234993
2023-05-01,NJOY,0.14158685192863715
2023-05-01,Other,0.0554226958111001
2023-05-01,HYPPE,0.020087305870158546
2023-05-01,LOGIC,0.01567381573500979
2023-06-01,VUSE,0.5756250278382301
2023-06-01,JUUL,0.19011961271185246
2023-06-01,NJOY,0.13640330916569787
2023-06-01,Other,0.061426190873677886
2023-06-01,HYPPE,0.02153349062762082
2023-06-01,LOGIC,0.01489236878292076
2023-07-01,VUSE,0.5557933775690392
2023-07-01,JUUL,0.18264838181383067
2023-07-01,NJOY,0.12996692669994656
2023-07-01,Other,0.07294313578572155
2023-07-01,HYPPE,0.03138510160525525
2023-07-01,BREEZE,0.02726307652620669
2023-08-01,VUSE,0.5465201884975185
2023-08-01,JUUL,0.18093046847863953
2023-08-01,NJOY,0.12540304237003558
2023-08-01,Other,0.0723633318692118
2023-08-01,BREEZE,0.04363075050874828
2023-08-01,HYPPE,0.03115221827584634
2023-09-01,VUSE,0.5396880308710623
2023-09-01,JUUL,0.1741287406367786
2023-09-01,NJOY,0.11836482701258216
2023-09-01,Other,0.07397969779672446
2023-09-01,BREEZE,0.06269017661046822
2023-09-01,HYPPE,0.031148527072384257
2023-10-01,VUSE,0.5236212751994376
2023-10-01,JUUL,0.17359697911770078
2023-10-01,NJOY,0.11663625104685872
2023-10-01,Other,0.07669288813142112
2023-10-01,BREEZE,0.0752396747163584
2023-10-01,HYPPE,0.034212931788223495
2023-11-01,VUSE,0.5187052635283746
2023-11-01,JUUL,0.1701188417709741
2023-11-01,NJOY,0.12098650778250235
2023-11-01,BREEZE,0.078696406027749
2023-11-01,Other,0.07696459673236335
2023-11-01,HYPPE,0.03452838415803656
2023-12-01,VUSE,0.5110289323696755
2023-12-01,JUUL,0.16620344082536398
2023-12-01,NJOY,0.130305163269701
2023-12-01,BREEZE,0.08070239334103524
2023-12-01,Other,0.07722400264332457
2023-12-01,HYPPE,0.03453606755089969
