month,brand,n_upc,mL
2013-01-01,21ST CENTURY SMOKE,10,123851.7
2013-01-01,BLU,14,860606
2013-01-01,CIG2O,4,42
2013-01-01,E SWISHER,1,6
2013-01-01,FINITI,14,300918.25
2013-01-01,FLAVORED MIST,5,134.9438805
2013-01-01,GREEN SMOKE,7,1499
2013-01-01,LOGIC,5,1478.4
2013-01-01,MISTIC,9,66888.5
2013-01-01,NICOTEK,10,44158.970901
2013-01-01,NJOY,17,88356.2
2013-01-01,QUIK E-CIG,4,370
2013-02-01,21ST CENTURY SMOKE,11,134694
2013-02-01,BLU,13,938662
2013-02-01,CIG2O,5,39
2013-02-01,E SWISHER,1,6
2013-02-01,FINITI,26,285977.75
2013-02-01,FLAVORED MIST,5,194.9189385
2013-02-01,GREEN SMOKE,7,1663
2013-02-01,LOGIC,6,1595.3499999999997
2013-02-01,MISTIC,9,28197.5
2013-02-01,NICOTEK,17,63103.882733000006
2013-02-01,NJOY,16,123545.2
2013-02-01,QUIK E-CIG,4,500
2013-03-01,21ST CENTURY SMOKE,12,187515.9
2013-03-01,BLU,14,1253555
2013-03-01,CIG2O,5,108
2013-03-01,E SWISHER,1,3
2013-03-01,FINITI,24,354120.5
2013-03-01,FLAVORED MIST,5,179.925174
2013-03-01,GREEN SMOKE,7,2080
2013-03-01,LOGIC,8,4792.7
2013-03-01,MISTIC,9,14310.5
2013-03-01,NICOTEK,17,146535.461712
2013-03-01,NJOY,16,143224
2013-03-01,QUIK E-CIG,3,515
2013-04-01,21ST CENTURY SMOKE,12,158112.9
2013-04-01,BLU,14,992111
2013-04-01,CIG2O,5,53
2013-04-01,FINITI,22,251823.5
2013-04-01,FLAVORED MIST,5,209.912703
2013-04-01,GREEN SMOKE,7,1739
2013-04-01,IMPERIAL,1,19.991686
2013-04-01,KRAVE,2,1016
2013-04-01,LOGIC,8,12645.1
2013-04-01,MISTIC,9,7972.5
2013-04-01,NEO,5,3551
2013-04-01,NICOTEK,17,122156.39191399999
2013-04-01,NJOY,15,136442.8
2013-04-01,QUIK E-CIG,4,230
2013-05-01,21ST CENTURY SMOKE,12,156004.20000000004
2013-05-01,BLU,14,977377
2013-05-01,CIG2O,3,73
2013-05-01,E SWISHER,1,9
2013-05-01,FINITI,24,219797.75
2013-05-01,FLAVORED MIST,6,194.9189385
2013-05-01,GREEN SMOKE,8,1895
2013-05-01,IMPERIAL,3,159.933488
2013-05-01,KRAVE,2,1276
2013-05-01,LOGIC,11,49241.9
2013-05-01,MISTIC,9,6017
2013-05-01,NEO,5,6431
2013-05-01,NICOTEK,17,119967.306454
2013-05-01,NJOY,15,163783
2013-05-01,QUIK E-CIG,4,235
2013-06-01,21ST CENTURY SMOKE,12,212038.2
2013-06-01,BLU,14,1160105
2013-06-01,CIG2O,7,125
2013-06-01,E SWISHER,8,156
2013-06-01,FINITI,29,263059.5
2013-06-01,FLAVORED MIST,6,125.350116
2013-06-01,GREEN SMOKE,8,3091
2013-06-01,IMPERIAL,4,299.87529
2013-06-01,KRAVE,2,1348
2013-06-01,LOGIC,11,75354.2
2013-06-01,MISTIC,15,12295
2013-06-01,NEO,5,8800
2013-06-01,NICOTEK,17,154402.90651100004
2013-06-01,NJOY,14,214778
2013-06-01,QUIK E-CIG,4,245
2013-07-01,21ST CENTURY SMOKE,12,169069.5
2013-07-01,BLU,18,1026458
2013-07-01,CIG2O,7,115
2013-07-01,E SWISHER,8,370
2013-07-01,FINITI,27,203970.25
2013-07-01,FLAVORED MIST,6,63.8812935
2013-07-01,GREEN SMOKE,8,2677
2013-07-01,IMPERIAL,3,79.966744
2013-07-01,KRAVE,5,6874
2013-07-01,LOGIC,12,75677.3
2013-07-01,MISTIC,16,29759.5
2013-07-01,NEO,5,7364.5
2013-07-01,NICOTEK,21,166926.441505
2013-07-01,NJOY,18,169874.6
2013-07-01,QUIK E-CIG,3,145
2013-07-01,V2 CIGS,5,26
2013-07-01,VUSE,5,178
2013-08-01,21ST CENTURY SMOKE,11,204845.4
2013-08-01,BLU,18,1352577
2013-08-01,CIG2O,7,121
2013-08-01,E SWISHER,8,698
2013-08-01,FINITI,29,205274.25
2013-08-01,FLAVORED MIST,10,210.83140949999998
2013-08-01,GREEN SMOKE,8,3566
2013-08-01,IMPERIAL,2,79.966744
2013-08-01,KRAVE,6,29796
2013-08-01,LOGIC,13,113732.4
2013-08-01,MARKTEN,4,244.8
2013-08-01,MISTIC,16,46438.5
2013-08-01,NEO,5,7416
2013-08-01,NICOTEK,21,197221.694211
2013-08-01,NJOY,19,188309.4
2013-08-01,QUIK E-CIG,2,75
2013-08-01,V2 CIGS,5,939
2013-08-01,VUSE,5,2165
2013-09-01,21ST CENTURY SMOKE,11,161750.69999999998
2013-09-01,BLU,17,1000716
2013-09-01,CIG2O,5,122
2013-09-01,E SWISHER,8,771
2013-09-01,FINITI,29,163840.5
2013-09-01,FLAVORED MIST,9,221.63140950000002
2013-09-01,GREEN SMOKE,8,2830
2013-09-01,IMPERIAL,4,139.941802
2013-09-01,KRAVE,6,25712
2013-09-01,LOGIC,12,90868.65
2013-09-01,MARKTEN,4,694.4000000000001
2013-09-01,MISTIC,16,44773.5
2013-09-01,NEO,5,5414
2013-09-01,NICOTEK,21,120669.45746
2013-09-01,NJOY,20,137228.4
2013-09-01,QUIK E-CIG,2,140
2013-09-01,V2 CIGS,5,1299
2013-09-01,VUSE,5,2296.5
2013-10-01,21ST CENTURY SMOKE,11,161850.6
2013-10-01,BLU,17,882898
2013-10-01,CIG2O,7,164
2013-10-01,E SWISHER,7,679
2013-10-01,FINITI,30,168825.5
2013-10-01,FLAVORED MIST,4,55.7812935
2013-10-01,GREEN SMOKE,8,3018
2013-10-01,IMPERIAL,2,39.983372
2013-10-01,KRAVE,6,27910
2013-10-01,LOGIC,12,88743.25
2013-10-01,MARKTEN,4,689.6000000000001
2013-10-01,MISTIC,16,49880.5
2013-10-01,NEO,5,4126.5
2013-10-01,NICOTEK,21,108182.32163299999
2013-10-01,NJOY,19,130665.4
2013-10-01,QUIK E-CIG,2,70
2013-10-01,V2 CIGS,5,1494
2013-10-01,VUSE,5,7656.5
2013-11-01,21ST CENTURY SMOKE,11,203702.4
2013-11-01,BLU,17,1057523
2013-11-01,CIG2O,7,165
2013-11-01,E SWISHER,8,951
2013-11-01,FINITI,30,243548.5
2013-11-01,FLAVORED MIST,8,208.13140950000002
2013-11-01,GREEN SMART LIVING,1,20
2013-11-01,GREEN SMOKE,8,3711
2013-11-01,IMPERIAL,2,39.983372
2013-11-01,KRAVE,6,34734
2013-11-01,LOGIC,13,110099.5
2013-11-01,MARKTEN,4,939.2000000000002
2013-11-01,MISTIC,16,67383.5
2013-11-01,NEO,5,3846
2013-11-01,NICOTEK,21,124517.24081299998
2013-11-01,NJOY,20,197694.4
2013-11-01,QUIK E-CIG,2,75
2013-11-01,V2 CIGS,5,2065
2013-11-01,VUSE,5,12749
2013-12-01,21ST CENTURY SMOKE,14,160808.4
2013-12-01,BLU,19,833114
2013-12-01,CIG2O,7,146
2013-12-01,E SWISHER,8,769
2013-12-01,FINITI,31,225601
2013-12-01,FLAVORED MIST,9,221.9189385
2013-12-01,GREEN SMART LIVING,3,27
2013-12-01,GREEN SMOKE,8,2478
2013-12-01,IMPERIAL,1,19.991686
2013-12-01,KRAVE,6,30490
2013-12-01,LOGIC,12,94523.3
2013-12-01,MARKTEN,4,736
2013-12-01,MISTIC,16,59808.5
2013-12-01,NEO,5,2768
2013-12-01,NICOTEK,21,88133.22689299998
2013-12-01,NJOY,22,182551.2
2013-12-01,QUIK E-CIG,2,40
2013-12-01,V2 CIGS,5,1741
2013-12-01,VUSE,5,10565.5
2014-01-01,21ST CENTURY SMOKE,13,171073.8
2014-01-01,AL CAPONE,1,201
2014-01-01,BLU,20,890670
2014-01-01,CIG2O,7,253
2014-01-01,E SWISHER,8,658
2014-01-01,FINITI,30,255023.75
2014-01-01,FLAVORED MIST,8,201.237645
2014-01-01,GREEN SMART LIVING,3,43.5
2014-01-01,GREEN SMOKE,10,2536
2014-01-01,KRAVE,6,36336
2014-01-01,LOGIC,12,99718.65
2014-01-01,MARKTEN,8,9268.800000000001
2014-01-01,MISTIC,18,70350.5
2014-01-01,NEO,6,3415.5
2014-01-01,NICOTEK,21,87058.170532
2014-01-01,NJOY,22,228817.2
2014-01-01,QUIK E-CIG,2,90
2014-01-01,V2 CIGS,6,2272
2014-01-01,VAPOR X,4,26
2014-01-01,VUSE,5,12429.5
2014-02-01,21ST CENTURY SMOKE,14,173655.90000000002
2014-02-01,AL CAPONE,1,233
2014-02-01,BLU,19,853966
2014-02-01,CIG2O,7,246
2014-02-01,E SWISHER,8,682
2014-02-01,FINITI,29,249627.75
2014-02-01,FLAVORED MIST,5,125.06258700000001
2014-02-01,GREEN SMART LIVING,3,72
2014-02-01,GREEN SMOKE,10,3367
2014-02-01,IMPERIAL,1,19.991686
2014-02-01,KRAVE,6,36680
2014-02-01,LOGIC,11,102530.2
2014-02-01,MARKTEN,8,8780.800000000001
2014-02-01,MISTIC,18,71468.5
2014-02-01,NEO,6,2936.5
2014-02-01,NICOTEK,21,84921.74004100001
2014-02-01,NJOY,22,236573.6
2014-02-01,QUIK E-CIG,2,65
2014-02-01,V2 CIGS,6,2349
2014-02-01,VAPOR X,4,56
2014-02-01,VUSE,7,15071.5
2014-03-01,21ST CENTURY SMOKE,14,212613.30000000002
2014-03-01,AL CAPONE,1,295
2014-03-01,BLU,19,999307
2014-03-01,CIG2O,6,275
2014-03-01,E SWISHER,8,669
2014-03-01,FINITI,29,386771.25
2014-03-01,FLAVORED MIST,2,89.962587
2014-03-01,GREEN SMART LIVING,2,100
2014-03-01,GREEN SMOKE,9,4506
2014-03-01,IMPERIAL,2,79.966744
2014-03-01,KRAVE,6,43456
2014-03-01,LOGIC,11,134398.25
2014-03-01,MARKTEN,8,7049.600000000001
2014-03-01,MISTIC,22,84396.5
2014-03-01,NEO,6,3637.5
2014-03-01,NICOTEK,21,114331.62693099998
2014-03-01,NJOY,25,271425.2
2014-03-01,QUIK E-CIG,2,45
2014-03-01,V2 CIGS,8,3068
2014-03-01,VAPOR X,4,88
2014-03-01,VUSE,7,20114
2014-04-01,21ST CENTURY SMOKE,14,170955.90000000005
2014-04-01,AL CAPONE,1,207
2014-04-01,BLU,19,682595
2014-04-01,CIG2O,5,110
2014-04-01,E SWISHER,8,414
2014-04-01,FINITI,29,286748
2014-04-01,FLAVORED MIST,4,107.6563515
2014-04-01,GREEN SMART LIVING,3,84
2014-04-01,GREEN SMOKE,9,3716
2014-04-01,IMPERIAL,1,19.991686
2014-04-01,KRAVE,6,31666
2014-04-01,LOGIC,11,108299.5
2014-04-01,MARKTEN,10,4868.799999999999
2014-04-01,MISTIC,27,66467.5
2014-04-01,NEO,6,1847
2014-04-01,NICOTEK,24,86590.37238800002
2014-04-01,NJOY,22,163016.8
2014-04-01,QUIK E-CIG,1,15
2014-04-01,V2 CIGS,8,3294
2014-04-01,VAPOR X,4,46
2014-04-01,VUSE,7,15871.5
2014-05-01,21ST CENTURY SMOKE,13,194649.30000000002
2014-05-01,AL CAPONE,1,277
2014-05-01,BLU,20,761620
2014-05-01,CIG2O,5,109
2014-05-01,E SWISHER,8,718
2014-05-01,FINITI,30,341815.25
2014-05-01,FLAVORED MIST,7,242.60023199999998
2014-05-01,GREEN SMART LIVING,2,100
2014-05-01,GREEN SMOKE,10,4775
2014-05-01,IMPERIAL,1,19.991686
2014-05-01,KRAVE,6,35976
2014-05-01,LOGIC,12,137610.1
2014-05-01,MARKTEN,10,4854.4000000000005
2014-05-01,MISTIC,27,88118.5
2014-05-01,NEO,6,3056.5
2014-05-01,NICOTEK,25,100726.37055099999
2014-05-01,NJOY,21,163423.4
2014-05-01,QUIK E-CIG,2,40
2014-05-01,V2 CIGS,8,4360
2014-05-01,VAPIN PLUS,1,145.324179
2014-05-01,VAPOR X,3,30
2014-05-01,VUSE,7,19717
2014-06-01,21ST CENTURY SMOKE,13,144829.80000000002
2014-06-01,AL CAPONE,1,137
2014-06-01,BLU,20,563343
2014-06-01,CIG2O,6,72
2014-06-01,E SWISHER,8,505
2014-06-01,FINITI,30,359971.25
2014-06-01,FLAVORED MIST,5,149.937645
2014-06-01,GREEN SMART LIVING,3,99
2014-06-01,GREEN SMOKE,9,4032
2014-06-01,KRAVE,6,30450
2014-06-01,LOGIC,11,121474.6
2014-06-01,MARKTEN,12,18853.600000000002
2014-06-01,MISTIC,27,89277
2014-06-01,NEO,6,1726.5
2014-06-01,NICOTEK,25,74243.91647200001
2014-06-01,NJOY,21,113177
2014-06-01,QUIK E-CIG,3,20
2014-06-01,V2 CIGS,8,3727
2014-06-01,VAPIN PLUS,1,553.61592
2014-06-01,VAPOR X,4,46
2014-06-01,VUSE,9,18738
2014-07-01,21ST CENTURY SMOKE,13,136539.9
2014-07-01,AL CAPONE,1,75
2014-07-01,BLU,21,531621
2014-07-01,CIG2O,6,108
2014-07-01,E SWISHER,8,320
2014-07-01,FINITI,31,241557
2014-07-01,FLAVORED MIST,1,29.987529
2014-07-01,GREEN SMART LIVING,3,210
2014-07-01,GREEN SMOKE,8,3921
2014-07-01,IMPERIAL,1,19.991686
2014-07-01,KRAVE,6,35122
2014-07-01,LOGIC,12,133165.2
2014-07-01,MARKTEN,12,38914.40000000001
2014-07-01,MISTIC,28,96084.5
2014-07-01,NEO,6,1288.5
2014-07-01,NICOTEK,22,68867.55665
2014-07-01,NJOY,22,106660.6
2014-07-01,QUIK E-CIG,2,45
2014-07-01,V2 CIGS,8,3911
2014-07-01,VAPIN PLUS,1,2844.2017889999997
2014-07-01,VAPOR X,3,38
2014-07-01,VUSE,9,24747.5
2014-08-01,21ST CENTURY SMOKE,13,166205.70000000004
2014-08-01,AL CAPONE,1,72
2014-08-01,BLU,21,616258
2014-08-01,CIG2O,9,159
2014-08-01,E SWISHER,8,150
2014-08-01,FINITI,35,293565.4
2014-08-01,FLAVORED MIST,4,104.9563515
2014-08-01,GREEN SMART LIVING,3,288
2014-08-01,GREEN SMOKE,9,4937
2014-08-01,KRAVE,8,38512
2014-08-01,LOGIC,11,186122.1
2014-08-01,MARKTEN,12,46121.600000000006
2014-08-01,MISTIC,29,160418
2014-08-01,NEO,6,923
2014-08-01,NICOTEK,24,85303.23288699999
2014-08-01,NJOY,38,155910.820805
2014-08-01,QUIK E-CIG,1,15
2014-08-01,V2 CIGS,8,4795
2014-08-01,VAPIN PLUS,1,3550.062087
2014-08-01,VAPOR X,4,48
2014-08-01,VUSE,9,36022.5
2014-09-01,21ST CENTURY SMOKE,12,127237.50000000001
2014-09-01,AL CAPONE,1,46
2014-09-01,BLU,22,460895
2014-09-01,CIG2O,5,102
2014-09-01,E SWISHER,7,84
2014-09-01,FINITI,36,215491.25
2014-09-01,FLAVORED MIST,4,104.9563515
2014-09-01,GREEN SMART LIVING,3,211
2014-09-01,GREEN SMOKE,7,3567
2014-09-01,KRAVE,8,32476
2014-09-01,LOGIC,11,172536.4
2014-09-01,MARKTEN,12,43532
2014-09-01,MISTIC,28,243163.5
2014-09-01,NEO,5,504.5
2014-09-01,NICOTEK,23,67308.604697
2014-09-01,NJOY,37,151478.05423500002
2014-09-01,QUIK E-CIG,2,10
2014-09-01,V2 CIGS,8,3929
2014-09-01,VAPIN PLUS,1,2869.575852
2014-09-01,VAPOR X,3,54
2014-09-01,VUSE,9,43662
2014-10-01,21ST CENTURY SMOKE,12,127893.6
2014-10-01,AL CAPONE,1,38
2014-10-01,BLU,21,442074
2014-10-01,CIG2O,10,178
2014-10-01,E SWISHER,6,65
2014-10-01,FINITI,35,355911.25
2014-10-01,GREEN SMART LIVING,4,720
2014-10-01,GREEN SMOKE,9,4066
2014-10-01,KRAVE,8,32620
2014-10-01,LOGIC,11,188828.6
2014-10-01,MARKTEN,12,49755.2
2014-10-01,MISTIC,31,253951
2014-10-01,NEO,6,802
2014-10-01,NICOTEK,24,60527.915988999994
2014-10-01,NJOY,38,170403.88357499999
2014-10-01,QUIK E-CIG,2,30
2014-10-01,V2 CIGS,8,3515
2014-10-01,VAPIN PLUS,1,4066.770279
2014-10-01,VAPOR X,3,40
2014-10-01,VUSE,9,52716
2014-11-01,21ST CENTURY SMOKE,12,159408.00000000006
2014-11-01,AL CAPONE,1,56
2014-11-01,BLU,27,522699
2014-11-01,CIG2O,11,165
2014-11-01,E SWISHER,5,82
2014-11-01,FINITI,33,468380.5
2014-11-01,FLAVORED MIST,3,164.9314095
2014-11-01,GREEN SMART LIVING,4,3294
2014-11-01,GREEN SMOKE,9,4836
2014-11-01,KRAVE,8,39260
2014-11-01,LOGIC,13,254562.1
2014-11-01,MARKTEN,11,33928.8
2014-11-01,MISTIC,37,338600
2014-11-01,NEO,6,1893
2014-11-01,NICOTEK,28,105072.07917299999
2014-11-01,NJOY,43,215691.96506
2014-11-01,QUIK E-CIG,2,20
2014-11-01,V2 CIGS,8,4288
2014-11-01,VAPIN PLUS,1,6675.685302
2014-11-01,VAPOR X,3,28
2014-11-01,VUSE,9,56276.5
2014-11-01,ZIG-ZAG,1,1.4
2014-12-01,21ST CENTURY SMOKE,11,127992.6
2014-12-01,AL CAPONE,1,42
2014-12-01,BLU,26,429141
2014-12-01,CIG2O,5,103
2014-12-01,E SWISHER,5,58
2014-12-01,FINITI,33,312261.55000000005
2014-12-01,FLAVORED MIST,2,29.987529
2014-12-01,GREEN SMART LIVING,4,2664
2014-12-01,GREEN SMOKE,7,3991
2014-12-01,KRAVE,10,30036
2014-12-01,LOGIC,11,211655.2
2014-12-01,MARKTEN,10,18908.8
2014-12-01,MISTIC,37,344071.5
2014-12-01,NEO,6,929.5
2014-12-01,NICOTEK,26,201379.60710400005
2014-12-01,NJOY,39,177586.92105
2014-12-01,QUIK E-CIG,2,10
2014-12-01,V2 CIGS,8,4923
2014-12-01,VAPIN PLUS,1,5213.21658
2014-12-01,VAPOR X,4,66
2014-12-01,VUSE,10,39685.5
2015-01-01,21ST CENTURY SMOKE,11,156786.3
2015-01-01,AL CAPONE,1,27
2015-01-01,BLU,26,542065
2015-01-01,CIG2O,7,112
2015-01-01,E SWISHER,6,92
2015-01-01,FAZE,1,19.991686
2015-01-01,FINITI,43,308929.9
2015-01-01,FLAVORED MIST,2,29.987529
2015-01-01,GREEN SMART LIVING,4,2625
2015-01-01,GREEN SMOKE,8,5239
2015-01-01,KRAVE,10,38642
2015-01-01,LOGIC,12,265529.95
2015-01-01,MARKTEN,12,70256
2015-01-01,MISTIC,37,547400
2015-01-01,NEO,6,1419.5
2015-01-01,NICOTEK,22,79969.57656399999
2015-01-01,NJOY,41,228228.102335
2015-01-01,QUIK E-CIG,2,10
2015-01-01,V2 CIGS,8,7176
2015-01-01,VAPIN PLUS,7,76442.82488700001
2015-01-01,VAPOR X,4,110
2015-01-01,VUSE,13,51761.5
2015-02-01,21ST CENTURY SMOKE,11,121946.40000000002
2015-02-01,AL CAPONE,1,8
2015-02-01,BLU,25,412090
2015-02-01,CIG2O,7,225
2015-02-01,E SWISHER,4,18
2015-02-01,FINITI,39,230778.75
2015-02-01,FLAVORED MIST,2,44.9812935
2015-02-01,GREEN SMART LIVING,4,1931
2015-02-01,GREEN SMOKE,6,4385
2015-02-01,KRAVE,10,29266
2015-02-01,LOGIC,11,213797.15
2015-02-01,MARKTEN,9,65889.6
2015-02-01,MISTIC,36,417490
2015-02-01,NEO,6,768
2015-02-01,NICOTEK,24,45095.688707999994
2015-02-01,NJOY,41,204529.64938999998
2015-02-01,QUIK E-CIG,1,5
2015-02-01,V2 CIGS,8,6363
2015-02-01,VAPIN PLUS,5,69054.359088
2015-02-01,VAPOR X,3,54
2015-02-01,VUSE,12,45560
2015-02-01,ZIG-ZAG,1,1.4
2015-03-01,21ST CENTURY SMOKE,11,119996.1
2015-03-01,AL CAPONE,1,11
2015-03-01,BLU,26,407331
2015-03-01,CIG2O,7,181
2015-03-01,E SWISHER,3,14
2015-03-01,FINITI,38,260586.8
2015-03-01,FLAVORED MIST,1,14.9937645
2015-03-01,GREEN SMART LIVING,4,2002
2015-03-01,GREEN SMOKE,6,3741
2015-03-01,KRAVE,9,29126
2015-03-01,LOGIC,14,210692.9
2015-03-01,MARKTEN,8,55431.2
2015-03-01,MISTIC,34,405684.5
2015-03-01,NEO,6,609.5
2015-03-01,NICOTEK,21,43645.36214199999
2015-03-01,NJOY,46,193449.3451
2015-03-01,QUIK E-CIG,1,10
2015-03-01,V2 CIGS,8,6464
2015-03-01,VAPIN PLUS,9,65413.1810475
2015-03-01,VAPOR X,5,58
2015-03-01,VUSE,12,48427
2015-03-01,ZIG-ZAG,1,1.4
2015-04-01,21ST CENTURY SMOKE,10,122473.8
2015-04-01,AL CAPONE,1,8
2015-04-01,BLU,28,418101
2015-04-01,CIG2O,6,174
2015-04-01,E SWISHER,2,12
2015-04-01,FINITI,37,239418.69999999998
2015-04-01,GREEN SMART LIVING,4,1994
2015-04-01,GREEN SMOKE,6,3992
2015-04-01,KRAVE,10,25250
2015-04-01,LOGIC,16,197398.3
2015-04-01,MARKTEN,8,45453.600000000006
2015-04-01,MISTIC,33,405400.5
2015-04-01,NEO,6,815.5
2015-04-01,NICOTEK,24,42157.26653100001
2015-04-01,NJOY,45,201436.817605
2015-04-01,V2 CIGS,8,6620
2015-04-01,VAPIN PLUS,9,63558.5677155
2015-04-01,VAPOR X,4,56
2015-04-01,VUSE,12,55131.5
2015-04-01,ZIG-ZAG,5,36.4
2015-05-01,21ST CENTURY SMOKE,12,150123.6
2015-05-01,AL CAPONE,1,11
2015-05-01,BLU,26,533387
2015-05-01,CIG2O,4,208
2015-05-01,E SWISHER,5,31
2015-05-01,FINITI,43,262977.80000000005
2015-05-01,GREEN SMART LIVING,4,2218
2015-05-01,GREEN SMOKE,6,4960
2015-05-01,KRAVE,10,33360
2015-05-01,LOGIC,14,238467.15
2015-05-01,MARKTEN,9,50868.8
2015-05-01,MISTIC,34,502313
2015-05-01,NEO,6,972.5
2015-05-01,NICOTEK,23,49409.609725
2015-05-01,NJOY,47,242086.98177499996
2015-05-01,QUIK E-CIG,2,15
2015-05-01,V2 CIGS,8,7954
2015-05-01,VAPIN PLUS,11,77458.9407735
2015-05-01,VAPOR X,3,46
2015-05-01,VUSE,13,66397.5
2015-05-01,ZIG-ZAG,5,60.199999999999996
2015-06-01,21ST CENTURY SMOKE,11,112195.80000000002
2015-06-01,AL CAPONE,1,8
2015-06-01,BLU,25,430889
2015-06-01,CIG2O,7,179
2015-06-01,E SWISHER,3,21
2015-06-01,FINITI,43,217851
2015-06-01,FLAVORED MIST,2,59.975058
2015-06-01,GREEN SMART LIVING,4,1955
2015-06-01,GREEN SMOKE,4,4098
2015-06-01,KRAVE,10,25904
2015-06-01,LOGIC,15,178815.35
2015-06-01,MARKTEN,7,37697.600000000006
2015-06-01,MISTIC,31,402654
2015-06-01,NEO,6,444.5
2015-06-01,NICOTEK,21,37952.166762999994
2015-06-01,NJOY,46,204435.03961
2015-06-01,QUIK E-CIG,1,5
2015-06-01,V2 CIGS,8,6335
2015-06-01,VAPIN PLUS,9,59845.880952
2015-06-01,VAPOR X,3,46
2015-06-01,VUSE,10,51381.5
2015-06-01,ZIG-ZAG,5,40.599999999999994
2015-07-01,21ST CENTURY SMOKE,10,81098.1
2015-07-01,AL CAPONE,1,6
2015-07-01,BLU,26,424630
2015-07-01,CIG2O,6,88
2015-07-01,E SWISHER,6,29
2015-07-01,FINITI,43,214782.25000000003
2015-07-01,GREEN SMART LIVING,4,1843
2015-07-01,GREEN SMOKE,8,4781
2015-07-01,KRAVE,10,25542
2015-07-01,LOGIC,14,175809.8
2015-07-01,MARKTEN,9,36808
2015-07-01,MISTIC,34,605507
2015-07-01,NEO,5,368.5
2015-07-01,NICOTEK,22,37761.14597800001
2015-07-01,NJOY,47,212576.09135499995
2015-07-01,QUIK E-CIG,2,15
2015-07-01,V2 CIGS,8,8408
2015-07-01,VAPIN PLUS,9,60611.71630800001
2015-07-01,VAPOR X,3,80
2015-07-01,VUSE,10,53547
2015-07-01,ZIG-ZAG,5,57.400000000000006
2015-08-01,21ST CENTURY SMOKE,11,111042.9
2015-08-01,AL CAPONE,1,1
2015-08-01,BLU,26,506178
2015-08-01,CIG2O,6,144
2015-08-01,E SWISHER,4,50
2015-08-01,FINITI,44,273839.55
2015-08-01,GREEN SMART LIVING,4,2165
2015-08-01,GREEN SMOKE,8,8198
2015-08-01,KRAVE,10,26328
2015-08-01,LOGIC,14,238783.8
2015-08-01,MARKTEN,6,47784
2015-08-01,MISTIC,37,759540
2015-08-01,NEO,6,377
2015-08-01,NICOTEK,26,47351.223124000004
2015-08-01,NJOY,48,290454.347235
2015-08-01,V2 CIGS,8,8749
2015-08-01,VAPIN PLUS,11,76337.86853549999
2015-08-01,VAPOR X,3,54
2015-08-01,VUSE,10,67679.5
2015-08-01,ZIG-ZAG,5,42
2015-09-01,21ST CENTURY SMOKE,10,96267.59999999999
2015-09-01,AL CAPONE,1,2
2015-09-01,BLU,25,385701
2015-09-01,CIG2O,4,80
2015-09-01,E SWISHER,4,36
2015-09-01,FINITI,42,175853.75
2015-09-01,FLAVORED MIST,1,29.987529
2015-09-01,GREEN SMART LIVING,4,1209
2015-09-01,GREEN SMOKE,8,10256
2015-09-01,KRAVE,10,18614
2015-09-01,LOGIC,15,193511.3
2015-09-01,MARKTEN,6,38471.2
2015-09-01,MISTIC,40,449229
2015-09-01,NEO,6,795
2015-09-01,NICOTEK,21,37166.692865
2015-09-01,NJOY,49,247722.5956
2015-09-01,QUIK E-CIG,1,5
2015-09-01,V2 CIGS,7,3385
2015-09-01,VAPIN PLUS,10,60821.629011000005
2015-09-01,VAPOR X,3,28
2015-09-01,VUSE,10,59166.5
2015-09-01,ZIG-ZAG,5,40.599999999999994
2015-10-01,21ST CENTURY SMOKE,10,122963.4
2015-10-01,AL CAPONE,1,2
2015-10-01,BLU,25,468989
2015-10-01,CIG2O,5,127
2015-10-01,E SWISHER,2,8
2015-10-01,FAZE,1,29.987529000000002
2015-10-01,FINITI,41,216044.69999999998
2015-10-01,GREEN SMART LIVING,4,604
2015-10-01,GREEN SMOKE,7,15513
2015-10-01,JUUL,3,19.599999999999998
2015-10-01,KRAVE,9,21212
2015-10-01,LOGIC,26,259719.45
2015-10-01,MARKTEN,13,47996.8
2015-10-01,MISTIC,38,607966
2015-10-01,NEO,6,400.5
2015-10-01,NICOTEK,23,45164.439287999994
2015-10-01,NJOY,49,274746.54420999996
2015-10-01,V2 CIGS,8,4343
2015-10-01,VAPIN PLUS,10,73228.39245150001
2015-10-01,VAPOR X,4,20
2015-10-01,VUSE,11,84932.5
2015-10-01,ZIG-ZAG,5,57.4
2015-11-01,21ST CENTURY SMOKE,9,98690.4
2015-11-01,AL CAPONE,1,2
2015-11-01,BLU,23,371102
2015-11-01,CIG2O,6,90
2015-11-01,E SWISHER,1,2
2015-11-01,FINITI,40,168716.95
2015-11-01,FLAVORED MIST,1,14.9937645
2015-11-01,GREEN SMART LIVING,4,232
2015-11-01,GREEN SMOKE,7,13255
2015-11-01,JUUL,4,109.19999999999999
2015-11-01,KRAVE,10,17290
2015-11-01,LOGIC,28,198056.6
2015-11-01,MARKTEN,12,39910.4
2015-11-01,MISTIC,39,521507
2015-11-01,NEO,5,304
2015-11-01,NICOTEK,22,35143.07946600001
2015-11-01,NJOY,51,268291.94461
2015-11-01,QUIK E-CIG,1,15
2015-11-01,V2 CIGS,8,3342
2015-11-01,VAPIN PLUS,10,55476.928649999994
2015-11-01,VAPOR X,4,14
2015-11-01,VUSE,10,74702.5
2015-11-01,ZIG-ZAG,5,37.8
2015-12-01,21ST CENTURY SMOKE,8,100773.00000000001
2015-12-01,AL CAPONE,1,3
