"check_priority","upc","brand_filled","line","product_descr","num_cartridges_f","mL_total_imputed","mL_rule","implied_raw_mg_per_mL","review_flag","total_units"
"4-single-sibling","081649401444","NICOTEK","NBL-NCL E-CG LIQUID GRAPE","NBL-NCL E-CG LIQUID GRAPE",1,9.995843,"prefix11",16,"note:single_sibling",892
"4-single-sibling","084043916103","ZIG-ZAG","ZIG-ZAG E-CG LIQUID MN","ZIG-ZAG E-CG LIQUID MN",1,1.4,"prefix10",116.1,"note:single_sibling",851
"4-single-sibling","081102002186","IMPERIAL","IMPRL HK E-CG LIQUID P-MNG","IMPRL HK E-CG LIQUID P-MNG",1,19.991686,"prefix10",18,"note:single_sibling",813
"4-single-sibling","081102002184","IMPERIAL","IMPRL HK E-CG LIQUID PINEAPPLE","IMPRL HK E-CG LIQUID PINEAPPLE",1,19.991686,"prefix10",18,"note:single_sibling",761
"4-single-sibling","081102002217","IMPERIAL","IMPRL HK E-CG LIQUID 3D APPLE","IMPRL HK E-CG LIQUID 3D APPLE",1,19.991686,"prefix8+carts",18,"note:single_sibling",750
"4-single-sibling","081102002195","IMPERIAL","IMPRL HK E-CG LIQUID J-JC","IMPRL HK E-CG LIQUID J-JC",1,19.991686,"prefix10",18,"note:single_sibling",726
"4-single-sibling","081102002170","IMPERIAL","IMP-SMOKE E-CG LIQUID MN","IMP-SMOKE E-CG LIQUID MN",1,19.991686,"prefix10",18,"note:single_sibling",699
"4-single-sibling","081649401448","NICOTEK","NL-NBL E-CG LIQUID KIWI","NL-NBL E-CG LIQUID KIWI",1,9.995843,"prefix11",16,"note:single_sibling",627
"4-single-sibling","081102002166","IMPERIAL","IMP-SMOKE E-CG LIQUID MN","IMP-SMOKE E-CG LIQUID MN",1,19.991686,"prefix11",18,"note:single_sibling",626
"4-single-sibling","081102002165","IMPERIAL","IMP-SMOKE E-CG LIQUID TOB LEAF","IMP-SMOKE E-CG LIQUID TOB LEAF",1,19.991686,"prefix11",18,"note:single_sibling",625
"4-single-sibling","081102002210","IMPERIAL","IMPRL HK E-CG LIQUID B-B","IMPRL HK E-CG LIQUID B-B",1,19.991686,"prefix8+carts",18,"note:single_sibling",613
"4-single-sibling","081102002171","IMPERIAL","IMP-SMOKE E-CG LIQUID TOB LEAF","IMP-SMOKE E-CG LIQUID TOB LEAF",1,19.991686,"prefix10",18,"note:single_sibling",601
"4-single-sibling","081102002176","IMPERIAL","IMPRL HK E-CG LIQUID S-FL","IMPRL HK E-CG LIQUID S-FL",1,19.991686,"prefix10",18,"note:single_sibling",575
"4-single-sibling","084043916100","ZIG-ZAG","ZIG-ZAG E-CG LIQUID TRDNL","ZIG-ZAG E-CG LIQUID TRDNL",1,1.4,"prefix10",116.1,"note:single_sibling",574
"4-single-sibling","081649401445","FAZE","FAZE E-CG LIQUID APPLE","FAZE E-CG LIQUID APPLE",1,9.995843,"prefix11",16,"note:single_sibling",573
"4-single-sibling","081649401447","NICOTEK","NL-NBL E-CG LIQUID VANILLA","NL-NBL E-CG LIQUID VANILLA",1,9.995843,"prefix11",16,"note:single_sibling",545
"4-single-sibling","692660811307","PALAX","PALAX","PALAX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO LUSH PEACH DEW MESH COIL BOX 1 COUNT",1,18,"prefix11",8.3,"note:single_sibling",454
"4-single-sibling","081713502364",NA,NA,NA,NA,4.9979215,"prefix10",6,"note:single_sibling",426
"4-single-sibling","084043916151","ZIG-ZAG","ZIG-ZAG E-CG LIQUID MANGO","ZIG-ZAG E-CG LIQUID MANGO",1,1.4,"prefix10",116.1,"note:single_sibling",380
"4-single-sibling","085410000352","QUIK E-CIG","QUIK E-CIG E-CG TOB","QUIK E-CIG E-CG TOB",1,5,"prefix10",16,"note:single_sibling",379
"4-single-sibling","697184747280","JUICY BAR","JUICY BAR","JUICY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PINEAPPLE COCONUT ICE MESH COIL BOX 1 COUNT",1,13,"prefix11",11.5,"note:single_sibling",373
"4-single-sibling","084043916124","ZIG-ZAG","ZIG-ZAG E-CG LIQUID DRBRY","ZIG-ZAG E-CG LIQUID DRBRY",1,1.4,"prefix10",116.1,"note:single_sibling",356
"4-single-sibling","692660811311","PALAX","PALAX","PALAX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO CHILL BOX 1 COUNT",1,18,"prefix11",8.3,"note:single_sibling",346
"4-single-sibling","081102002182","IMPERIAL","IMPRL HK E-CG LIQUID P-CLD","IMPRL HK E-CG LIQUID P-CLD",1,19.991686,"prefix10",18,"note:single_sibling",293
"4-single-sibling","692660811309","PALAX","PALAX","PALAX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO ALOE ICE BOX 1 COUNT",1,18,"prefix11",8.3,"note:single_sibling",270
"4-single-sibling","081102002156","IMPERIAL",NA,NA,NA,19.991686,"prefix10",18,"note:single_sibling",260
"4-single-sibling","081102002147","IMPERIAL","IMPRL HK E-CG LIQUID PINEAPPLE","IMPRL HK E-CG LIQUID PINEAPPLE",1,19.991686,"prefix10",18,"note:single_sibling",253
"4-single-sibling","081102002164","IMPERIAL","IMPRL HK E-CG LIQUID WM MINT","IMPRL HK E-CG LIQUID WM MINT",1,19.991686,"prefix11",18,"note:single_sibling",228
"4-single-sibling","084043916121","ZIG-ZAG","ZIG-ZAG E-CG LIQUID ISLND BRZ","ZIG-ZAG E-CG LIQUID ISLND BRZ",1,1.4,"prefix10",116.1,"note:single_sibling",224
"4-single-sibling","081102002201","IMPERIAL","IMPRL HK E-CG LIQUID H-RNB","IMPRL HK E-CG LIQUID H-RNB",1,19.991686,"prefix8+carts",18,"note:single_sibling",210
"4-single-sibling","085410000353","QUIK E-CIG","QUIK E-CIG E-CG MN","QUIK E-CIG E-CG MN",1,5,"prefix10",16,"note:single_sibling",204
"4-single-sibling","081102002207","IMPERIAL","IMPRL HK E-CG LIQUID CALI LIFE","IMPRL HK E-CG LIQUID CALI LIFE",1,19.991686,"prefix8+carts",18,"note:single_sibling",188
"4-single-sibling","081764101369","VAPOR X","VAPOR X E-CG LIQUID VD","VAPOR X E-CG LIQUID VD",1,2,"prefix8+carts",18,"note:single_sibling",175
"4-single-sibling","692660811303","PALAX","PALAX","PALAX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO DRAGON BEAR BOX 1 COUNT",1,18,"prefix11",8.3,"note:single_sibling",172
"4-single-sibling","081102002177","IMPERIAL","IMPRL HK E-CG LIQUID ST-BN","IMPRL HK E-CG LIQUID ST-BN",1,19.991686,"prefix10",18,"note:single_sibling",170
"4-single-sibling","081764101349","VAPOR X","VAPOR X E-CG LIQUID CH-BLS","VAPOR X E-CG LIQUID CH-BLS",1,2,"prefix8+carts",18,"note:single_sibling",160
"4-single-sibling","003512732010","JUST JUICE","JUST JUICE E-CG LIQUID MN","JUST JUICE E-CG LIQUID MN",1,9.995843,"prefix11",25,"note:single_sibling",137
"4-single-sibling","081068701797","NJOY","NJOY E-CG LIQUID DBL-ESPRSO","NJOY E-CG LIQUID DBL-ESPRSO",1,10,"prefix11",10,"note:single_sibling",133
"4-single-sibling","081102002211","IMPERIAL","IMPRL HK E-CG LIQUID B-O-M","IMPRL HK E-CG LIQUID B-O-M",1,19.991686,"prefix8+carts",18,"note:single_sibling",125
"4-single-sibling","081102002392","IMPERIAL","IMPRL HK E-CG LIQUID B-P","IMPRL HK E-CG LIQUID B-P",1,19.991686,"prefix8+carts",18,"note:single_sibling",118
"4-single-sibling","081102002174","IMPERIAL","IMPRL HK E-CG LIQUID SB-MG","IMPRL HK E-CG LIQUID SB-MG",1,19.991686,"prefix10",18,"note:single_sibling",114
"4-single-sibling","081068701799","NJOY","NJOY E-CG LIQUID BTR-CRNCH","NJOY E-CG LIQUID BTR-CRNCH",1,10,"prefix11",10,"note:single_sibling",112
"4-single-sibling","081102002198","IMPERIAL","IMPRL HK E-CG LIQUID IM-RSH","IMPRL HK E-CG LIQUID IM-RSH",1,19.991686,"prefix10",18,"note:single_sibling",111
"4-single-sibling","081102002189","IMPERIAL","IMPRL HK E-CG LIQUID NAZ 64","IMPRL HK E-CG LIQUID NAZ 64",1,19.991686,"prefix10",18,"note:single_sibling",108
"4-single-sibling","081764101810","KRAVE","KRAVE E-CG MN","KRAVE E-CG MN",1,2,"prefix8+carts",18,"note:single_sibling",106
"4-single-sibling","081102002145","IMPERIAL",NA,NA,NA,19.991686,"prefix10",18,"note:single_sibling",103
"4-single-sibling","081102002113","IMPERIAL",NA,NA,NA,19.991686,"prefix10",18,"note:single_sibling",94
"4-single-sibling","081102002136","IMPERIAL",NA,NA,NA,19.991686,"prefix10",18,"note:single_sibling",85
"4-single-sibling","081102002168","IMPERIAL","IMPRL HK E-CG LIQUID S-P","IMPRL HK E-CG LIQUID S-P",1,19.991686,"prefix11",18,"note:single_sibling",85
"4-single-sibling","081764101807","KRAVE","KRAVE E-CG TOB","KRAVE E-CG TOB",1,2,"prefix8+carts",18,"note:single_sibling",76
"4-single-sibling","081102002196","IMPERIAL","IMPRL HK E-CG LIQUID I-B","IMPRL HK E-CG LIQUID I-B",1,19.991686,"prefix10",18,"note:single_sibling",74
"4-single-sibling","081102002216","IMPERIAL","IMPRL HK E-CG LIQUID 3D GRAPE","IMPRL HK E-CG LIQUID 3D GRAPE",1,19.991686,"prefix8+carts",18,"note:single_sibling",62
"4-single-sibling","081102002191","IMPERIAL","IMPRL HK E-CG LIQUID K-ST","IMPRL HK E-CG LIQUID K-ST",1,19.991686,"prefix10",18,"note:single_sibling",59
"4-single-sibling","036586038340","21ST CENTURY SMOKE","21SCS E-CG","21SCS E-CG",1,0.9,"line+carts",16,"note:single_sibling",39
"4-single-sibling","081068701379","NJOY","NJOY NPRO E-CG MINI","NJOY NPRO E-CG MINI",1,10,"prefix11",45,"note:single_sibling",36
"4-single-sibling","085410000348","QUIK E-CIG","QUIK E-CIG E-CG TOB","QUIK E-CIG E-CG TOB",1,5,"prefix10",16,"note:single_sibling",35
"4-single-sibling","697184747284","JUICY BAR","JUICY BAR","JUICY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MICHIGAN CHERRY ICE MESH COIL BOX 1 COUNT",1,13,"prefix11",11.5,"note:single_sibling",31
"4-single-sibling","078413191783","GLAMEE","GLAMEE NOVA","GLAMEE NOVA SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO KIWI BLUEBERRY ICE BOX 1 COUNT",1,16,"prefix10",25,"note:single_sibling",28
"4-single-sibling","081102002461","IMPERIAL","IMP-SMOKE EVC CLMR","IMP-SMOKE EVC CLMR",1,19.991686,"prefix8+carts",18,"note:single_sibling",25
"4-single-sibling","084043916500","RIP TIDE RIPSTICK","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,"prefix8+carts",116.1,"note:single_sibling",23
"4-single-sibling","085962600235","FINITI","FINITI E-CGC CMT RFL","FINITI E-CGC CMT RFL",14,14,"prefix11",16,"note:single_sibling",16
"4-single-sibling","084043916184","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,"prefix11",116.1,"note:single_sibling",13
"4-single-sibling","084043916232","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,"prefix8+carts",116.1,"note:single_sibling",10
"4-single-sibling","085410000349","QUIK E-CIG","QUIK E-CIG E-CG MN","QUIK E-CIG E-CG MN",1,5,"prefix10",16,"note:single_sibling",10
"4-single-sibling","084043916235","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,"prefix8+carts",116.1,"note:single_sibling",7
"4-single-sibling","085962600260","FINITI","FIN AST NO 2'S/ECCR","FIN AST NO 2'S/ECCR",8,3,"prefix11",13.3,"note:single_sibling",7
"4-single-sibling","081713502256","CUE","CUE","CUE SMOKING ALTERNATIVE PRODUCT BOX 1 COUNT",1,4.9979215,"line+carts",6,"note:single_sibling",6
"4-single-sibling","084043916181","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,"prefix11",116.1,"note:single_sibling",6
"4-single-sibling","084043916187","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,"prefix11",116.1,"note:single_sibling",6
"4-single-sibling","084043916193","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,"prefix10",116.1,"note:single_sibling",6
"4-single-sibling","084043916229","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,"prefix8+carts",116.1,"note:single_sibling",6
"4-single-sibling","084043916247","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,"prefix8+carts",116.1,"note:single_sibling",6
"4-single-sibling","085962600265","FINITI","FIN AST NO 2'S/ECCR","FIN AST NO 2'S/ECCR",8,3,"prefix11",13.3,"note:single_sibling",6
"4-single-sibling","036586038176","21ST CENTURY SMOKE","21SCS E-CG","21SCS E-CG",1,5.4,"prefix11",16,"note:single_sibling",4
"4-single-sibling","083921900154","CIG2O","CIG2O E-CG VANILLA CREAM","CIG2O E-CG VANILLA CREAM",1,1,"prefix10",18,"note:single_sibling",4
"4-single-sibling","084043916199","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,"prefix10",116.1,"note:single_sibling",3
"4-single-sibling","081764101915","VAPOR X","ELCT CGRTT VAPORIZER","ELCT CGRTT VAPORIZER",1,2,"prefix8+carts",18,"note:single_sibling",2
"4-single-sibling","083921900145","CIG2O","CIG2O E-CG GRAPE","CIG2O E-CG GRAPE",1,1,"prefix11",18,"note:single_sibling",2
"4-single-sibling","084043916241","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,"prefix8+carts",116.1,"note:single_sibling",2
"4-single-sibling","009710000234","MARKTEN","MARKTEN EVCC","MARKTEN EVCC",2,1.6,"line+carts",25,"note:single_sibling",1
"4-single-sibling","081102002193","IMPERIAL","IMPRL HK E-CG LIQUID ROOT BEER","IMPRL HK E-CG LIQUID ROOT BEER",1,19.991686,"prefix10",18,"note:single_sibling",1
"4-single-sibling","084014180024","SHENZHEN GOLDREAMS TECHNOLOGY","AIR BAR","AIR BAR SMOKING ALTERNATIVE PRODUCT MANGO 1 COUNT",1,10,"line+carts",16.2,"note:single_sibling",1
"5-minor-spread","088886130602","LEAP","ELCT CGRTT","ELCT CGRTT",1,1.25,"line+carts",38.4,"minor:some_spread",170228
"5-minor-spread","088796900870","BLU",NA,NA,NA,2.247586,"prefix11",24,"minor:some_spread",135600
"5-minor-spread","088886130600","LEAP","ELCT CGRTT","ELCT CGRTT",1,1.25,"line+carts",38.4,"minor:some_spread",48279
"5-minor-spread","081505802006","LOGIC","LOGIC POWER E-CGC CHERRY","LOGIC POWER E-CGC CHERRY",3,1.35,"prefix11",24,"minor:some_spread",26888
"5-minor-spread","085001975203","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY CREAM 750 PUFFS BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",21295
"5-minor-spread","084866604136","FINITI","FIN ECGVT BOLD MN","FIN ECGVT BOLD MN",1,1.75,"prefix8+carts",12.6,"minor:some_spread",20794
"5-minor-spread","085001975200","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY CREAM 750 PUFFS BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",19871
"5-minor-spread","085001975227","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PINA COLADA 750 PUFFS BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",17973
"5-minor-spread","085001975207","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUE RAZZ 750 PUFFS BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",17386
"5-minor-spread","085001975205","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO LUSH IC 750 PUFFS BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",15655
"5-minor-spread","085001975229","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PINA COLADA 750 PUFFS BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",13892
"5-minor-spread","085001975204","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO LUSH IC 750 PUFFS BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",13430
"5-minor-spread","085001975202","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY CREAM 750 PUFFS BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",12680
"5-minor-spread","085001975209","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA 750 PUFFS BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",11423
"5-minor-spread","002012631800","MISTIC","MISTIC E-CG","MISTIC E-CG",1,2.5,"prefix11",18,"minor:some_spread",10932
"5-minor-spread","085001975208","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUE RAZZ 750 PUFFS BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",9393
"5-minor-spread","085001975290","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUEBERRY ICE 750 PUFFS BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",9191
"5-minor-spread","084866604131","FINITI","FIN ECGVT BOLD TOB","FIN ECGVT BOLD TOB",1,1.75,"prefix8+carts",12.6,"minor:some_spread",8720
"5-minor-spread","085001975228","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PINA COLADA 750 PUFFS BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",7796
"5-minor-spread","085001975296","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUEBERRY ICE 750 PUFFS BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",7244
"5-minor-spread","085001975246","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR ANTISMOKING PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA ULTRA BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",6367
"5-minor-spread","085001975248","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR ANTISMOKING PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA ULTRA BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",6185
"5-minor-spread","085001975238","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR ANTISMOKING PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA ULTRA BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",6011
"5-minor-spread","085001975256","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PEACH ICE ULTRA BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",5699
"5-minor-spread","085001975244","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR ANTISMOKING PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA ULTRA BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",5624
"5-minor-spread","085001975294","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUEBERRY ICE 750 PUFFS BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",5447
"5-minor-spread","085001975250","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ICED FRUIT PUNCH ULTRA BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",4980
"5-minor-spread","085001975242","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR ANTISMOKING PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA ULTRA BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",4657
"5-minor-spread","085001975252","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PEACH ICE ULTRA BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",4562
"5-minor-spread","085001975233","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR ANTISMOKING PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA ULTRA BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",4443
"5-minor-spread","085607300313","JAK","ELCT CGRTT","ELCT CGRTT",1,1.25,"line+carts",38.4,"minor:some_spread",4173
"5-minor-spread","085001975240","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR ANTISMOKING PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA ULTRA BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",3904
"5-minor-spread","085001975262","SAVAGE","SAVAGE","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO DRAGONFRUIT LEMONADE MESH COIL BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",3058
"5-minor-spread","085001975264","SAVAGE","SAVAGE","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO DRAGONFRUIT LEMONADE MESH COIL BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",2904
"5-minor-spread","085001975236","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR ANTISMOKING PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA ULTRA BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",2715
"5-minor-spread","085001975254","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PEACH ICE ULTRA BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",2545
"5-minor-spread","085001975260","SAVAGE","SAVAGE","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ENERGY BULL MESH COIL BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",2297
"5-minor-spread","085001975268","SAVAGE","SAVAGE","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO APPLE WATERMELON MESH COIL BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",1944
"5-minor-spread","085001975267","SAVAGE","SAVAGE","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO APPLE WATERMELON MESH COIL BOX 1 COUNT",1,12,"prefix10",13.5,"minor:some_spread",1842
"5-minor-spread","084866604112","FINITI","FIN ECGVT CHERRY","FIN ECGVT CHERRY",1,1.75,"prefix8+carts",12.6,"minor:some_spread",1720
"5-minor-spread","069582599990","SAVAGE","SAVAGE","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO WATERMELON ICED MESH COIL BOX 1 COUNT",1,12,"line+carts",13.5,"minor:some_spread",1400
"5-minor-spread","065747797270","SAVAGE","SAVAGE","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PINEAPPLE COCONUT MESH COIL BOX 1 COUNT",1,12,"line+carts",13.5,"minor:some_spread",1158
"5-minor-spread","065747795989","SAVAGE","SAVAGE","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWRAZZ MESH COIL BOX 1 COUNT",1,12,"line+carts",13.5,"minor:some_spread",963
"5-minor-spread","085143800736","JAK","ELCT CGRTT","ELCT CGRTT",1,1.25,"line+carts",38.4,"minor:some_spread",403
"5-minor-spread","693764350223","IMIRACLE","LOST MARY","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO PASSION FRUIT BOX 1 COUNT",1,13.5,"prefix8+carts",11.1,"minor:some_spread",185
"5-minor-spread","693764350215","IMIRACLE","LOST MARY","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUEBERRY RASPBERRY CHERRY BOX 1 COUNT",1,13.5,"prefix8+carts",11.1,"minor:some_spread",97
"5-minor-spread","693764350228","IMIRACLE","LOST MARY","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY ICE CREAM BOX 1 COUNT",1,13.5,"prefix8+carts",11.1,"minor:some_spread",97
"5-minor-spread","693764356879","IMIRACLE","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO WATERMELON JOLLY CANDY ICE BOX 1 COUNT",1,13,"line+carts",11.5,"minor:some_spread",90
"5-minor-spread","693764350224","IMIRACLE","LOST MARY","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MIXED BERRIES BOX 1 COUNT",1,13.5,"prefix8+carts",11.1,"minor:some_spread",84
"5-minor-spread","693764350217","IMIRACLE","LOST MARY","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO COTTON CANDY BOX 1 COUNT",1,13.5,"prefix8+carts",11.1,"minor:some_spread",82
"5-minor-spread","036586039515","FLAVORED MIST","F-M E-CGAC STRAWBERRY","F-M E-CGAC STRAWBERRY",3,2.7,"prefix8+carts",16,"minor:some_spread",57
"5-minor-spread","036586039509","FLAVORED MIST","F-M E-CGAC GRAPE","F-M E-CGAC GRAPE",3,2.7,"prefix8+carts",16,"minor:some_spread",27
"5-minor-spread","081505802007","LOGIC","LOGIC POWER E-CGC VANILLA","LOGIC POWER E-CGC VANILLA",3,1.35,"prefix11",24,"minor:some_spread",22
"5-minor-spread","084866604113","FINITI","FIN ECGVT VANILLA","FIN ECGVT VANILLA",1,1.75,"prefix8+carts",12.6,"minor:some_spread",22
"5-minor-spread","036586039503","FLAVORED MIST","F-M E-CGAC BLUEBERRY","F-M E-CGAC BLUEBERRY",3,2.7,"prefix8+carts",16,"minor:some_spread",17
"5-minor-spread","489525720184","IMIRACLE","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO WATERMELON ICE CREATE BOX 1 COUNT",1,13,"line+carts",11.5,"minor:some_spread",11
