year,brand,mL_old,mL_new,mL_sq_old,mL_sq_new,nic_old,nic_new,nic_mg_per_mL_old,nic_mg_per_mL_new,avg_mL_per_ecig_old,avg_mL_per_ecig_new,N_hom_old,N_hom_new,N_hom_change,mL_change_pct
2019,ZIG-ZAG,305.20000000000016,305.20000000000016,513.5199999999996,513.5199999999996,3453.3120000000054,3453.3120000000054,11.314914809960694,11.314914809960694,1.6825688073394476,1.6825688073394476,19.03812271694302,19.03812271694302,0,0
2020,21ST CENTURY SMOKE,2275.4570475000005,2275.4570475000005,19546.173563480315,19546.173563480315,10784.255999999998,10784.255999999998,4.739380166216913,4.739380166216913,8.589998912506527,8.589998912506527,40.71127047375828,40.71127047375828,0,0
2020,BLU,4761170.5,4761170.5,11936723.75,11936723.75,87273288.41598251,87273723.61598252,18.330216995165898,18.33030840126026,2.507098569563934,2.507098569563934,45.95566080837693,45.95588997246536,2.2916408842377223e-4,0
2020,CIG2O,98,98,268,268,1566.7200000000007,1566.7200000000007,15.986938775510211,15.986938775510211,2.7346938775510203,2.7346938775510203,43.71938359017078,43.71938359017078,0,0
2020,COSMIC FOG,25500,25500,765000,765000,12484.80000000005,12484.80000000005,0.489600000000002,0.489600000000002,30,30,14.68800000000006,14.68800000000006,0,0
2020,FAZE,69.970901,69.970901,699.4181409645431,699.4181409645431,102.816,102.816,1.4694108340837286,1.4694108340837286,9.995843000000002,9.995843000000002,14.688000000000004,14.688000000000004,0,0
2020,FINITI,135.7,135.7,409.735,409.735,1359.4560000000001,1359.4560000000001,10.018098747236554,10.018098747236554,3.0194178334561537,3.0194178334561537,30.248826014730803,30.248826014730803,0,0
2020,GLAS,833505.30000139,833505.30000139,1583660.0700013414,1583660.0700013414,7217343.744009678,7217343.744009678,8.659025616270997,8.659025616270997,1.8999999999984407,1.8999999999984407,16.45214867090139,16.45214867090139,0,0
2020,GREEN SMART LIVING,40,40,200,200,489.6,489.6,12.24,12.24,5,5,61.2,61.2,0,0
2020,IMPERIAL,139.941802,139.941802,2797.6725638581725,2797.6725638581725,102.81599999999999,102.81599999999999,0.7347054170418642,0.7347054170418642,19.991686000000005,19.991686000000005,14.688000000000002,14.688000000000002,0,0
2020,JAK,2611.25,2611.25,3264.0625,3264.0625,30683.231999999425,30683.231999999425,11.75039999999978,11.75039999999978,1.25,1.25,14.687999999999725,14.687999999999725,0,0
2020,JUUL,53844585.198790714,53844585.198790714,142517142.88036686,142517142.88036686,1712365294.0424337,1712365294.0424337,31.80199620296994,31.80199620296994,2.64682404654438,2.64682404654438,84.1742882781339,84.1742882781339,0,0
2020,KRAVE,20,20,48,48,158.304,158.304,7.9152000000000005,7.9152000000000005,2.4,2.4,18.996480000000002,18.996480000000002,0,0
2020,LEAP,465660,465660,1396980,1396980,2791498.4640007247,2791498.4640007247,5.994713877079253,5.994713877079253,3,3,17.984141631237758,17.984141631237758,0,0
2020,LOGIC,2828040.6923819836,2828040.6923819836,7703872.123917402,7703872.123917402,36441214.792896084,36441214.792896084,12.885675545991743,12.885675545991743,2.724102289146566,2.724102289146566,35.10189825203604,35.10189825203604,0,0
2020,MARKTEN,539.2000000000006,539.2000000000006,1140.4799999999982,1140.4799999999982,11974.256000000007,11974.256000000007,22.207448071216604,22.207448071216604,2.115133531157264,2.115133531157264,46.97171805686395,46.97171805686395,0,0
2020,MISTIC,42939.5,42939.5,1184823.75,1184823.75,154510.41600000157,154510.41600000157,3.598328252541403,3.598328252541403,27.592863214522758,27.592863214522758,99.28817927332763,99.28817927332763,0,0
